,class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
4251,neg,50350,na,294,392,0,0,0,0,0,0,2266,377188,2107634,560078,21686,72,1393166,0,0,0,0,0,2670518,2203460,641446,369872,0,0,1710,0,908,278,0,0,0,0,0,40684,2488772,385794,153674,0,6038,4432,7336,41646,1728982,1279338,1152,0,0,0,943280,834074,236002,177968,150152,140128,214988,372110,222,0,3312954,132,238,268,74,1393166,48062,331054,308096,222100,275320,na,na,na,na,na,na,134280,50349.65,3312954,3312954,3296004,20878,104,81874,883280,3068924,1209600,96440,28,124,0,2682729.6,0,383322.24,0,0,0,0,0,52828,965376,1586406,426982,30376,6628,328,12,10,3312954,na,7146,1004,30006,212678,147668,1847822,803170,19222,208,0,654,908,2681978,3352,0,1154,0,20,2725158,2530,84,0,0,0,0,0,0,0,0,27050,40934,7896,0,0,131644,20556,26540,4890,0,0,0,0,39037220,3256.96,2312,414070,542906,337782,158056,314726,278342,277370,224076,500078,21518,0,0
4252,neg,59718,na,0,na,0,0,0,0,0,0,65938,901136,2097278,703148,12754,0,1906358,0,0,0,186,236,3448002,2978486,2338526,427986,0,0,0,0,0,0,0,0,0,0,0,0,2530324,1249924,6,0,6080,6732,15564,24712,1512910,2210688,3568,0,0,0,1658196,437010,285954,242948,199692,186410,228972,400738,129624,10710,5786706,74,308,190,142,1906358,45684,1901132,434244,464380,506220,517580,488580,1310700,1310700,1310700,1310700,359140,59717.77,5786706,5786706,5773992,25544,263012,92644,945740,3780254,1209600,0,na,na,na,3258973.44,0,516113.28,na,na,0,0,4498,366328,1494962,1605716,277060,27472,4174,44,na,0,5786706,na,5364,738,157448,272710,271130,2690376,375904,6558,26,0,na,na,na,na,na,na,na,na,na,2772,166,0,0,0,0,0,0,0,0,27780,50658,8478,0,0,103030,14110,4094880,944732,0,0,0,0,446150,na,na,543774,545666,419356,265004,585724,543594,365508,211822,288982,10824,0,0
4253,neg,2060,na,310,304,0,0,0,0,0,0,228,19088,104010,10422,0,0,55282,0,0,0,0,0,121930,105816,21518,12178,0,0,0,0,282,82,0,0,0,0,0,10232,101284,12246,9986,0,1844,216,702,6444,112018,12522,2,0,0,0,54714,47654,17070,7756,3658,1788,1030,78,0,0,143482,4,2,158,0,55282,1974,10162,11302,na,na,na,na,na,na,na,na,21060,2060.25,143482,143482,146582,547,70,14072,142960,133748,1209600,3814,2,6,0,113333.76,0.0,19062.72,0,0,0,0,0,1784,51718,75010,4514,590,132,0,0,6,143482,na,1672,100,2016,12520,2304,40574,72670,1818,74,0,430,356,114346,37280,0,6,0,22,114878,138,68,0,0,0,0,0,0,0,0,1044,838,392,0,0,3410,1052,103080,10710,0,0,0,0,1060330,400.2,182,21672,16016,14608,8612,19516,35920,13602,2482,1320,0,0,0
4254,neg,58686,na,116,90,0,0,0,0,0,0,1198,274632,2614398,882708,29136,376,1786266,0,0,0,0,0,3490960,3205740,455602,239090,0,0,0,0,236,44,0,0,0,0,0,39550,1355402,1967160,440336,0,3240,3418,2556,389620,3173964,229642,8,0,0,0,1232016,976208,488312,367924,290400,216404,157690,73392,102,0,3947062,50,32,234,0,1786266,37814,285470,168180,115860,129340,170860,na,na,na,na,na,33600,58686.71,3947062,3947062,3958322,23262,1784,28478,312300,3802448,1209600,106082,0,108,0,3569636.16,0.0,230539.2,0,0,0,0,0,21366,1056126,2314408,387116,19040,4162,230,2,12,3947062,na,4292,614,62640,112860,110182,3058722,435830,17246,62,0,270,114,3495308,62266,28,64,0,0,3597422,1542,272,0,0,0,0,0,0,0,0,19858,49592,9878,0,0,104802,15604,212960,27326,0,0,0,0,2390340,1081.36,1214,248636,712782,779764,416976,860184,454624,175988,75658,77384,452,0,0
4255,neg,32614,na,0,na,0,0,0,0,0,0,19802,605668,1298532,109076,1822,94,1048188,0,36,0,0,0,1810026,1586702,621114,190550,0,0,0,0,0,0,0,0,0,0,0,27758,975544,701402,330290,0,5614,2614,3804,6624,699556,1315920,862,0,0,0,740268,320680,182686,119246,115642,234314,281294,40860,4,0,2431488,0,20,142,72,1048188,35626,488744,131436,304820,310860,1310700,1310700,1310700,1310700,1310700,1310700,1720,32613.38,2431488,2431488,2412858,13697,531360,119858,8460,2034994,1209600,0,na,na,na,1843048.32,0.0,185544.0,na,na,0,0,0,163550,819348,967586,72870,8750,2730,160,na,0,2431488,na,4438,344,86564,105934,107948,1412012,305754,11992,8,0,na,na,na,na,na,na,na,na,na,1250,102,0,0,0,0,0,0,0,0,18574,20408,5320,0,0,90524,23618,2006500,591640,0,0,0,0,31613370,na,na,202002,329172,290386,153414,315860,365698,277650,94902,5910,0,0,0
4256,neg,1066,0,32,na,0,0,0,0,0,0,0,0,0,0,0,0,24688,0,0,0,5790,9640,58884,53630,28902,4772,0,0,0,0,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93670,44,8,90,0,24688,684,16968,11826,na,na,na,na,na,na,na,na,28280,1066.37,93670,93670,184,0,260,8978,92980,0,1209600,0,na,na,na,55439.04,0.0,15860.16,0,0,0,0,0,0,0,0,0,0,0,0,na,0,93670,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,138,62,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,66430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,neg,12,na,12,10,0,0,0,0,0,0,582,2420,2308,0,0,0,1868,0,0,0,20,208,3824,1880,11148,556,0,0,0,0,16,44,0,0,0,0,0,0,0,0,5310,0,994,20,34,26,1038,3198,0,0,0,0,4078,462,124,122,6,10,10,446,52,0,15018,2,0,0,0,1868,134,9020,2128,na,na,na,na,na,na,na,na,11020,11.77,15018,15018,9258,25,0,1384,14880,5310,1209600,306,0,0,0,2021.76,5.76,2697.6,0,14,0,0,404,2478,1760,668,0,0,0,0,0,4,15018,na,994,4,20,172,64,3732,324,0,0,0,10,130,2422,14,0,0,0,0,2492,36,202,0,0,0,4,0,0,0,0,118,0,0,1132,350,72,16,620,62,15384,12,0,0,0,38.52,38,3456,1474,270,104,6,0,0,0,0,0,0,0
4258,neg,40908,0,150,122,256,336,0,0,0,0,354538,1448050,460698,133412,13376,0,1142436,0,214,0,6594,12010,2184788,1950608,373714,180806,0,0,0,0,216,432,0,0,0,0,0,0,71294,1683042,655738,0,4114,6508,9090,12630,56252,133248,2188016,216,0,0,1078128,385046,181980,133508,99050,81968,70904,63184,36052,280254,2565852,1946,2270,464,24,1142436,28104,179286,192134,172180,181980,na,na,na,na,na,na,12840,40907.9,2565852,2565852,2528552,14391,58,10104,139860,2412118,1209600,62974,4,52,0,2162924.16,0.0,245545.92,134,766,0,0,25552,183750,561910,760878,464888,233958,145868,33270,72,92,2565852,0,5478,686,170570,69548,193456,1771238,188012,10998,88,0,84,598,2187976,1280598,680,428,0,0,2190322,2632,104,0,0,0,0,0,0,0,0,14162,3536,658,3285632,492230,59170,7584,3580,2500,2468930,8064,0,0,907900,1628.58,1540,259902,347786,203846,134380,184338,271916,878196,128574,1136,0,0,0
4259,neg,9668,na,0,na,0,0,0,0,0,0,188,11620,566240,125976,6876,0,338030,0,0,0,0,0,637146,573512,104798,48794,0,0,0,0,0,0,0,0,0,0,0,670,233042,295156,182032,0,2406,1136,1342,1408,333858,370738,12,0,0,0,342354,102220,44798,29780,24560,25094,41032,70404,29282,1376,742120,24,20,20,60,338030,8146,44476,59900,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,103300,9667.88,742120,742120,739834,4478,58138,73124,740420,710900,1209600,0,na,na,na,585657.6,0.0,122982.72,na,na,0,0,0,66,268828,380586,56610,4196,614,0,na,0,742120,na,2316,150,27394,88206,66390,458514,67192,738,0,0,na,na,na,na,na,na,na,na,na,584,88,0,0,0,0,0,0,0,0,4182,10336,1724,0,0,24866,3772,867160,173888,0,0,0,0,8667910,na,na,130738,156564,83090,40416,87298,68556,61188,36398,45430,1222,0,0
4260,neg,4408,na,82,80,0,0,0,0,0,17102,137276,96318,3508,0,0,0,87102,0,0,0,9418,13018,222264,207844,40072,15812,0,0,0,0,134,548,0,0,0,0,0,0,19302,186242,48660,0,280,150,268,280,1832,251384,10,0,0,0,52136,114310,56794,16482,6262,3648,1822,1708,908,134,271848,16,36,176,2,87102,2356,17406,22428,na,na,na,na,na,na,na,na,39140,4407.12,271848,271848,274304,1279,0,26722,270900,254204,1209600,5448,2,14,0,218236.8,0.0,34753.92,6,50,0,0,68276,173950,9178,2278,476,46,0,0,10,18,271848,na,1238,44,9156,3276,63970,176236,284,0,0,0,88,1086,220472,62116,0,218,0,0,220666,330,218,0,0,0,0,0,0,0,0,1748,666,160,97878,24114,4932,1072,1344160,134488,0,130,0,0,3407140,140.18,174,37540,20650,15214,11272,31980,56040,27798,53616,94,0,0,0
4261,neg,38638,na,72,50,0,0,0,0,0,0,1228,255612,1718122,589326,36354,286,1277818,0,0,0,0,0,2335258,2033394,473514,240246,0,0,0,0,340,136,0,0,0,0,0,70562,1698386,547622,284358,0,6584,3138,6476,38856,1556646,985014,4214,0,0,0,1075574,598564,213516,132822,93292,76930,110406,299820,4,0,2809536,150,840,342,0,1277818,41096,280756,191314,175480,225780,na,na,na,na,na,na,65780,38638.55,2809536,2809536,2806582,16312,4514,34924,382780,2600928,1209600,63084,0,100,0,2297371.2,0.0,300314.88,0,0,0,0,0,54966,775904,1354642,388280,21824,5118,194,542,558,2809536,na,5834,646,36040,131484,82852,1915230,418246,10496,100,0,106,384,2260156,73236,48,16,0,0,2317388,1678,148,0,0,0,0,0,0,0,0,22706,38510,7512,0,0,109702,13982,91060,22702,0,0,0,0,840010,1343.16,1388,319834,407346,329862,212170,834804,495322,1090,222,278,0,0,0
4262,neg,30,na,10,4,0,0,0,0,0,0,52,4062,5124,2,0,0,3266,0,0,0,0,0,8858,6698,4324,684,0,0,0,0,28,18,0,0,0,0,0,0,7440,0,1800,0,1902,12,26,24,402,6864,10,0,0,0,7778,690,220,116,182,254,0,0,0,0,13182,0,0,0,0,3266,200,2060,2232,na,na,na,na,na,na,na,na,4200,30.2,13182,13182,14738,23,0,1218,13080,9240,1209600,638,0,2,0,4302.72,0.0,3099.84,0,18,0,0,0,2516,4664,1858,152,50,0,0,0,4,13182,na,1890,8,16,54,580,1198,4560,900,34,0,16,74,4068,0,0,8,0,0,4558,40,20,0,0,0,0,0,0,0,0,144,38,4,0,0,256,68,20,2,0,0,0,0,0,86.82,40,5226,3190,598,158,68,0,0,0,0,0,0,0
4263,neg,30,na,20,18,0,0,0,0,0,0,58,7080,2344,0,0,0,3918,0,0,0,0,0,8746,6444,5252,1184,0,0,0,0,28,14,0,0,0,0,0,0,9482,0,0,0,118,46,94,134,982,8102,6,0,0,0,7728,1388,252,74,30,6,4,0,0,0,14004,0,0,0,0,3918,210,2700,2542,na,na,na,na,na,na,na,na,5160,30.48,14004,14004,17192,12,0,1326,13900,9482,1209600,660,0,0,0,5307.84,0.0,4119.36,0,0,0,0,0,2380,6060,792,170,80,0,0,0,4,14004,na,98,10,28,324,1216,2948,4648,210,0,0,32,78,5742,40,0,2,0,30,5800,50,40,0,0,0,0,0,0,0,0,118,0,2,0,0,466,70,300,28,0,0,0,0,0,80.24,36,4636,4272,550,24,0,0,0,0,0,0,0,0
4264,neg,18440,na,100,98,0,0,0,0,0,0,3922,357798,568312,323272,26718,2776,569600,0,0,0,0,0,1220988,1059572,551444,123074,0,0,0,0,228,78,0,0,0,0,0,75782,730318,434164,42534,0,956,1322,1080,47960,762396,468246,838,0,0,0,469978,357224,126288,87280,65270,58970,116844,944,0,0,1772876,34,84,726,10,569600,15530,446518,100140,368980,na,na,na,na,na,na,na,177340,18440.35,1772876,1772876,1761256,6945,0,53556,558480,1282798,1209600,33068,0,60,0,1073753.28,0.0,208075.2,0,0,0,0,10,149836,468268,507968,146888,8834,974,20,10,14,1772876,na,2002,208,18094,116250,45266,546444,530630,23674,230,0,124,222,1086504,92358,0,138,0,10,1086508,1086,154,0,0,0,0,0,0,0,0,9462,14046,3068,0,0,42710,6572,760,74,0,0,0,0,0,655.98,618,220018,209564,182958,91534,202012,157286,109616,59270,50536,4,0,0
4265,neg,69310,na,1338,1216,0,0,0,0,0,0,386,232890,3188786,1088668,58746,4872,1954098,1400,0,0,0,0,4149546,3698734,569404,381906,0,0,0,0,2904,524,0,0,0,0,0,118022,1254580,2880434,321312,0,2692,2282,4822,314760,3508196,740914,682,0,0,0,1199086,1003644,355844,312742,275658,239036,336184,700290,151864,0,4719628,56,456,92,42,1954098,40972,254442,311548,111840,160300,160720,na,na,na,na,na,128760,69309.15,4719628,4719628,4692922,39856,4980,104200,1083060,4574348,1209600,145474,2,90,0,3922721.28,0.0,648743.04,0,0,0,0,0,44400,902008,2671352,913842,36074,6156,516,1682,1940,4719628,na,5770,720,74048,233402,198410,2923980,1108414,29426,178,0,2070,1484,3874226,123630,0,38692,0,88,3962894,2174,450,0,0,0,0,0,0,0,0,24202,70712,10722,0,0,128202,19406,241840,44594,3721204,818,0,0,10146120,1361.54,1606,667996,818558,618636,316738,612110,534952,388854,244256,348930,23318,0,0
4266,neg,28,na,38,28,0,0,0,0,0,0,66,0,6612,774,0,0,2766,0,0,0,0,0,7338,4458,5522,1098,0,0,0,0,28,16,0,0,0,0,0,0,7452,0,0,0,102,18,30,32,644,6318,308,0,0,0,6466,750,154,58,18,4,2,0,0,0,12884,2,8,0,0,2766,204,2458,3040,na,na,na,na,na,na,na,na,5360,28.42,12884,12884,17332,14,0,1138,12700,7452,1209600,518,0,2,0,4248.96,0.0,3159.36,0,0,0,0,0,0,4022,3080,304,46,0,0,0,4,12884,na,116,22,28,240,334,2294,3318,1054,46,0,48,94,4000,42,8,18,0,0,4534,60,62,0,0,0,0,0,0,0,0,156,0,2,0,0,362,56,100,8,0,0,0,0,0,90.1,44,3606,2952,724,82,88,0,0,0,0,0,0,0
4267,neg,698,na,0,na,0,0,0,0,0,0,98,47186,9134,0,0,0,24528,0,0,0,0,0,52218,47266,16140,2596,0,0,0,0,0,0,0,0,0,0,0,0,40990,14098,1330,0,1480,82,132,176,2324,52222,2,0,0,0,33080,16878,4348,1092,368,160,420,68,4,0,68396,10,18,2,8,24528,464,10238,5638,na,na,na,na,na,na,na,na,15840,697.54,68396,68396,73056,154,2546,6678,68140,56418,1209600,0,na,na,na,38384.64,0.0,16617.6,na,na,0,0,0,34294,20872,1036,186,30,0,0,na,0,68396,na,1414,26,124,4900,2014,18236,28690,1012,2,0,na,na,na,na,na,na,na,na,na,96,48,0,0,0,0,0,0,0,0,332,98,16,0,0,1482,322,93000,11950,0,0,0,0,0,na,na,18678,7578,2910,1912,4228,6398,11662,2566,486,0,0,0
4268,neg,39682,na,278,258,0,0,0,0,0,0,10880,387906,2032810,535492,41922,578,1179218,0,0,0,0,0,2574100,2130404,622152,376398,0,0,0,0,598,322,0,0,0,0,0,137260,1630414,873742,368172,0,1972,1042,1342,139724,2351342,514136,30,0,0,0,1071240,674342,231986,180928,154450,149794,205964,339072,1812,0,3196836,30,464,338,24,1179218,35638,309630,309106,246520,218700,na,na,na,na,na,na,150840,39681.66,3196836,3196836,3158814,20244,5410,73280,771460,3009588,1209600,105428,6,210,0,2540048.64,22661.76,444802.56,0,0,0,0,60,84516,988966,1668020,245214,18138,4470,204,756,772,3196836,na,3976,552,81952,300014,133254,2033676,441610,14500,54,0,502,808,2105206,47396,0,8276,0,18,2576396,2356,300,0,0,420,23004,0,0,0,0,21910,35852,21572,0,0,50614,11756,15392980,1592396,41442,4844,0,0,289810,928.76,1158,495908,641702,437676,263994,632372,449682,86804,1450,0,0,0,0
4269,neg,61852,na,140,136,0,0,0,0,0,0,51844,1389030,2030812,236074,6636,0,1848924,0,0,0,0,0,3333440,2960656,476436,332952,0,0,0,0,314,172,0,0,0,0,0,40202,1576274,1654246,443674,0,1446,590,884,25412,1926860,1755294,3910,0,0,0,894598,1111288,372248,278078,214978,169536,174690,490764,8216,0,3810264,18,36,64,0,1848924,49992,253246,221750,127600,117300,209060,na,na,na,na,na,18520,61851.35,3810264,3810264,3801688,26405,57576,15210,176780,3714396,1209600,109452,2,106,0,3192214.08,0.0,519068.16,0,0,0,0,2940,344790,1676904,1542372,135442,9560,2380,8,524,534,3810264,na,3118,400,84152,189138,246536,2829046,352750,9140,116,0,244,366,2710892,4746,0,280,0,14,3204286,1522,108,0,0,0,0,0,0,0,0,20432,38838,11344,0,0,157154,37086,370040,282096,0,0,0,0,1851370,878.66,848,536374,489580,394654,192884,394690,363822,457908,496718,387766,0,0,0
4270,neg,86,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,6402,0,0,0,12854,18952,14370,21122,15486,1114,0,0,0,0,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42776,10,12,2,0,6402,328,6386,8682,na,na,na,na,na,na,na,na,15120,85.21,42776,42776,332,0,0,3986,42240,0,1209600,714,0,12,0,8328.0,0.0,20479.68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42776,0,0,0,0,0,0,0,0,0,0,0,4,70,7946,1944,0,0,0,0,9394,120,152,0,0,0,0,0,0,0,0,592,0,0,0,0,298,56,300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,neg,78876,na,2130706434,502,0,0,0,0,0,0,262,573070,3066720,1466902,89484,702,2441508,0,0,0,0,0,4852800,4446760,808448,323312,0,0,0,0,458,938,0,0,0,0,0,93630,1955220,2389362,758928,0,2586,1450,2198,5786,481376,4703658,86,0,0,0,1428422,1731636,680414,522180,363298,206988,134920,129092,190,0,5661886,186,692,1088,14,2441508,49282,496542,305212,173740,187500,128180,214840,na,na,na,na,95760,78876.38,5661886,5661886,5617734,28282,246,76826,814580,5197140,1209600,135148,4,84,0,4347216.0,0.0,846782.4,0,1044,0,14,54,115600,1892466,2466272,690538,26476,5608,112,4,24,5661886,na,5334,674,145676,398640,254212,3379060,994512,18752,280,0,548,1502,4374584,85744,0,4372,0,54,4392630,2912,612,0,0,0,0,0,0,0,0,27784,58958,35618,9531166,1619816,114202,24170,15214120,1523148,1568930,11892,0,0,793550,1646.2,1548,874222,738768,569030,301024,726672,830016,763700,321734,71336,638,0,0
4272,neg,39192,na,248,218,0,0,0,0,0,0,722,70398,1496596,663952,35762,546,1035220,0,0,0,0,0,2052572,1793004,371668,203910,0,0,0,0,484,348,0,0,0,0,0,2594,805048,1332510,127824,0,10200,8610,8674,175078,1603636,461426,352,0,0,0,738576,586510,230080,176182,140056,114790,138050,143732,0,0,2424790,76,322,824,4,1035220,27340,217010,153664,186280,na,na,na,na,na,na,na,180600,39191.88,2424790,2424790,2416938,14420,1224,117508,1208900,2267976,1209600,52964,12,86,0,1924002.24,0.0,258696.96,0,0,0,0,0,12820,707082,1128834,398460,17652,3016,112,0,6,2424790,na,4430,412,31036,143800,81828,1050770,938992,16492,216,0,422,800,1990296,79442,0,5160,0,14,2022400,1732,128,0,0,0,0,0,0,0,0,15420,29524,6490,0,0,81676,12792,97060,14994,0,0,0,0,412900,1027.32,1006,288534,265622,211610,117438,297148,306628,252678,208476,317954,1888,0,0
4273,neg,29876,na,2822,2516,0,0,0,0,0,0,978,860242,3186316,693628,13036,18,1979292,2278,0,0,0,0,3567262,2462680,1406158,1003476,0,0,134072,0,33510,4294,0,0,0,0,0,0,72874,4681344,0,0,4206,3262,3136,191272,3573740,974160,4442,0,0,0,2407308,603916,286934,223506,193358,181390,196060,497422,164290,34,4974164,0,306,102,0,1979292,83762,498964,903476,326660,349520,352460,336720,na,na,na,na,31460,29875.19,4974164,4974164,4961972,31546,26742,5650,126000,4754230,1209600,195606,138,480,0,3411462.72,71159.04,1267720.32,0,0,0,0,0,4726,435418,2695138,1501008,109380,8258,290,4096,4402,4974164,na,6642,912,188800,1001906,275832,2295572,963288,20516,750,0,4136,8884,1680256,32132,34,113632,0,0,3479648,8070,338,0,0,470,71344,0,0,0,0,52240,16124,2298,0,0,154218,23364,5795860,832140,0,0,0,0,0,1955.14,2070,1369364,2407296,781138,93412,69048,19088,9972,4244,656,0,0,0
4274,neg,35288,na,116,110,0,0,0,0,0,0,120522,959600,1215206,91156,3618,0,1192098,0,0,0,2454,3636,2237408,2022920,436330,171460,0,0,0,0,250,114,0,0,0,0,0,69944,1420114,390414,509630,0,2472,2020,3318,5246,37722,2337476,388,0,2,1458,833386,517160,226910,158374,144808,254922,254360,182,0,0,2676586,986,2050,450,0,1192098,31104,313354,121540,208260,186960,na,na,na,na,na,na,36560,35288.54,2676586,2676586,2686516,14606,9618,22886,251840,2390102,1209600,64482,0,66,0,2020503.36,0.0,366526.08,44,572,0,0,54134,415510,1002680,835674,75942,4786,1322,54,242,246,2676586,na,4704,342,35774,118678,72980,1432994,705312,19186,132,0,230,296,1881176,390912,0,4694,0,0,2041690,1292,178,0,0,0,0,0,0,0,0,15896,24296,5574,0,0,81942,10400,198800,76810,0,0,0,0,34288520,1065.04,1028,382900,372432,314294,161872,367308,418804,287586,67782,17044,80,0,0
4275,neg,29558,na,278,222,0,0,0,0,0,0,236,166700,1514022,379466,37886,6516,991864,0,0,0,0,0,1753898,1380194,482576,329042,0,0,304,0,1180,144,0,0,0,0,0,63078,913854,1091558,36336,0,1382,728,956,144006,1443200,514486,68,0,0,0,775066,406722,195308,132792,102512,94934,129306,267038,1148,0,2236812,42,320,274,4,991864,31718,185748,288792,261620,na,na,na,na,na,na,na,215780,29558.19,2236812,2236812,2227912,15747,21990,99288,1022600,2104826,1209600,57262,0,88,0,1821462.72,0.0,281961.6,0,0,0,0,0,13264,621862,1071048,367626,26828,3994,204,710,728,2236812,na,2926,382,22622,124940,74736,1259736,606284,12764,436,0,334,338,948516,85118,36,3262,0,0,1841024,1468,148,0,0,0,0,0,0,0,0,18296,21446,3310,0,0,47300,8806,2649340,512484,0,0,0,0,416440,726.08,826,293120,509022,283700,124304,277668,309916,147984,63862,88130,7120,0,0
4276,neg,1270,2,2130706432,6,0,0,0,0,0,0,45004,54642,27038,5458,0,0,53744,0,0,0,296,372,133854,113252,47392,9558,0,0,0,0,10,14,0,0,0,0,0,0,0,55746,76396,0,476,208,284,628,806,60638,69102,0,0,0,89946,19756,9664,4856,2868,2040,1426,730,314,542,181606,14,40,66,0,53744,1286,24080,22502,na,na,na,na,na,na,na,na,46220,1269.08,181606,181606,176102,486,0,17296,180400,132968,1209600,2366,2,4,0,65568.96,31364.16,34938.24,8,84,0,0,2382,33436,69030,21710,3890,1684,10,0,6,14,181606,0,1368,98,1700,14364,11662,32636,66374,3914,26,0,6,6,68574,28628,0,190,0,0,68854,212,70,0,0,380,46768,0,0,0,0,1210,28,102,0,0,1128,240,87920,8780,0,0,0,0,269120,2.74,222,68306,10302,4244,1986,6680,7318,12904,19936,466,0,0,0
4277,neg,246208,na,na,na,na,na,0,0,0,12380,779326,8184818,5001774,278800,0,0,5009440,0,0,na,22238,34068,12442684,11467954,2222132,931412,na,0,0,0,na,na,0,0,0,0,0,877434,10311008,764832,2303824,0,13058,11158,12572,17734,1534266,12529472,138834,4,0,0,5491784,2788624,1522160,1154538,896672,765028,801904,709152,122834,4402,14688810,na,na,na,na,5009440,120622,1399444,818144,190980,179920,174220,173640,151140,155380,201140,165240,46100,246208.6,14688810,14688810,na,85836,na,na,146560,na,1209600,na,na,na,na,13290801.6,0.0,960923.52,na,na,0,1076,280988,5400390,6823332,1582304,133850,30664,4480,14,na,na,14688810,na,10170,2284,464232,437080,905664,10611592,1780664,45402,10,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,62572,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1015728,1983386,1881256,1058188,2429820,2209074,2004000,984854,688168,2624,na,na
4278,neg,590,0,12,12,0,0,0,0,0,18190,20938,3538,1220,0,0,0,9220,0,0,0,12624,17504,28846,35468,14168,1222,0,0,0,0,34,72,0,0,0,0,0,0,0,25216,18670,0,196,14,32,320,676,8918,15092,18636,2,0,19248,9710,7316,3620,1656,972,446,686,108,124,55706,30,22,36,0,9220,372,7206,6936,na,na,na,na,na,na,na,na,13780,590.23,55706,55706,56336,160,0,5396,55400,43984,1209600,1236,2,14,0,33064.32,0.0,9835.2,0,28,0,5162,33108,3068,1534,252,762,0,0,0,2,8,55706,0,1204,26,34,956,490,9818,27122,4234,2,0,0,218,34296,12876,0,48,0,0,34574,128,78,0,0,0,0,0,0,0,0,638,120,18,0,0,742,124,11360,1146,0,0,0,0,0,129.84,80,11412,6318,4254,1520,4008,3552,3618,9204,0,0,0,0
4279,neg,268,2,2130706452,0,0,0,0,0,0,0,12780,11954,3130,0,0,0,15102,0,0,0,628,2692,31242,24906,20966,2056,0,0,0,0,70,308,0,0,0,0,0,0,0,498,27366,0,270,62,80,928,432,22470,3622,0,0,0,18440,5068,2426,440,370,212,132,440,148,188,52926,0,0,24,0,15102,604,14356,6238,na,na,na,na,na,na,na,na,20260,268.85,52926,52926,52794,93,30,4872,52300,28090,1209600,1574,0,0,0,16702.08,0.0,10316.16,4,44,0,0,6196,12350,6682,2224,412,0,0,0,0,8,52926,0,1174,58,52,804,2414,3164,16492,3618,88,0,0,0,0,0,0,0,0,0,0,154,98,0,0,0,0,0,0,0,0,586,0,0,1330,250,780,156,86360,8622,11988,40,0,0,0,1.96,138,12164,7574,1838,594,684,328,160,4522,0,0,0,0
